essay_set,WordCount,LongWord,AvgWord,Quotation,SentenceCount,SentenceLength,CommaCount,NounCount,AdverbCount,AdjectiveCount,VerbCount,PunctuationCount,ForeignCount,SpellingMistake,Positive,Negative,score,GradeLevel,EssayType
1,280,52,4.686695278969958,2,12,109.41666666666669,18,65,5,9,21,33,0,1,0.6319140999999999,0.36808592081069946,2,10,1
1,648,121,4.4573378839590445,0,33,95.9090909090909,21,119,9,36,59,56,0,1,0.56798834,0.4320116639137268,3,10,1
1,477,108,4.874092009685231,2,27,88.85185185185185,14,104,9,29,48,47,0,1,0.0016453266143798828,0.9983546999999998,5,10,1
1,477,73,4.154377880184332,3,25,88.48,5,82,4,19,55,30,0,1,0.9862278,0.01377218961715698,3,10,1
1,412,62,4.2958579881656815,9,17,104.29411764705885,12,65,3,11,43,47,0,1,0.2327592968940735,0.7672406999999999,3,10,1
1,377,62,4.492401215805471,3,21,85.04761904761905,9,66,5,13,29,32,0,1,0.86971366,0.1302863359451294,3,10,1
1,658,139,4.942965779467682,5,37,83.48648648648648,36,126,13,38,73,87,0,1,0.01464587450027466,0.9853540999999999,4,10,1
1,439,103,4.958868894601542,1,24,95.58333333333331,9,99,5,24,52,37,0,1,0.9811725,0.018827497959136963,3,10,1
1,362,51,4.141538461538461,3,16,103.4375,5,64,6,9,44,21,0,1,0.2616509795188904,0.738349,3,10,1
1,455,81,4.593434343434343,5,30,72.83333333333333,7,88,6,18,39,37,0,1,0.001988768577575684,0.99801123,3,10,1
1,511,77,4.480725623582766,1,31,76.96774193548387,12,104,3,13,45,48,1,1,0.18404328823089602,0.8159566999999999,4,10,1
1,425,47,4.3671875,1,14,146.21428571428572,5,83,6,23,47,25,0,1,0.669131,0.33086901903152466,3,10,1
1,486,117,4.99761336515513,2,24,103.70833333333331,20,118,10,8,57,52,0,1,0.017230987548828125,0.982769,4,10,1
1,759,176,5.049766718506999,5,27,143.0740740740741,32,166,17,37,72,69,0,1,0.035751402378082275,0.9642485999999999,5,10,1
1,956,156,4.578343949044585,10,68,63.397058823529406,57,143,11,45,77,136,0,1,0.04735153913497925,0.95264846,5,10,1
1,291,47,4.478087649402389,2,20,67.75,16,45,7,6,41,36,0,1,0.9438854999999999,0.056114494800567634,2,10,1
1,389,75,4.788690476190476,1,26,73.80769230769229,11,83,7,16,26,37,0,1,0.96811134,0.03188866376876831,3,10,1
1,377,72,4.849056603773585,1,22,83.54545454545455,17,72,6,23,41,42,0,1,0.006041049957275391,0.99395895,4,10,1
1,627,127,4.777351247600769,3,37,80.35135135135134,29,128,10,28,61,71,0,1,0.002108156681060791,0.99789184,4,10,1
1,487,87,4.515011547344111,0,28,84.28571428571429,2,102,9,18,64,33,0,1,0.99441946,0.005580544471740723,3,10,1
1,223,32,4.355329949238579,2,11,94.9090909090909,2,35,3,5,35,16,0,1,0.0021779537200927734,0.99782205,2,10,1
1,473,77,4.522352941176472,1,14,166.64285714285714,14,96,10,29,34,28,0,1,0.002723097801208496,0.9972769,3,10,1
1,394,60,4.276712328767124,3,22,86.54545454545455,0,63,4,13,49,22,0,1,0.0008105039596557617,0.9991895000000001,3,10,1
1,465,72,4.414392059553348,1,31,69.38709677419354,16,91,6,14,39,50,0,1,0.007367074489593506,0.9926328999999999,3,10,1
1,387,77,4.6358381502890165,0,25,77.0,21,95,7,17,40,50,1,1,0.97146285,0.028537154197692868,4,10,1
1,291,62,4.671814671814672,2,8,182.625,11,62,8,10,32,25,0,1,0.88400614,0.11599385738372806,3,10,1
1,291,26,4.014760147601477,1,10,134.8,4,53,1,18,13,14,0,1,0.0015909075736999512,0.9984091,3,10,1
1,415,89,4.792507204610951,4,26,76.30769230769229,17,96,5,17,30,54,0,1,0.9822042,0.017795801162719727,4,10,1
1,375,68,4.836065573770492,1,25,70.2,22,73,4,22,35,49,0,1,0.061605751514434814,0.93839425,3,10,1
1,485,84,4.388888888888889,2,24,96.0,18,84,10,16,66,50,0,1,0.19718635082244876,0.80281365,4,10,1
1,404,95,4.9886685552407934,1,26,80.30769230769229,10,86,5,26,44,44,0,1,0.9972679,0.00273209810256958,4,10,1
1,465,79,4.4444444444444455,2,26,85.69230769230771,12,75,12,21,54,38,0,1,0.0038002729415893563,0.9961996999999999,3,10,1
1,332,63,4.54054054054054,0,15,108.33333333333331,5,57,7,7,47,24,0,1,0.005310714244842529,0.9946893,3,10,1
1,527,73,4.203781512605042,3,34,71.8529411764706,4,96,5,18,45,39,0,1,0.0004346370697021485,0.99956536,3,10,1
1,488,69,4.501144164759725,2,27,88.0,8,111,13,19,54,38,0,1,0.001077413558959961,0.9989226000000001,3,10,1
1,384,54,4.122857142857144,2,16,111.0625,6,78,2,5,29,22,0,1,0.06172871589660645,0.9382712999999999,3,10,1
1,557,123,4.646123260437376,3,38,73.73684210526315,8,112,10,38,54,46,0,1,0.0717880129814148,0.928212,4,10,1
1,546,116,5.002369668246447,5,27,92.8148148148148,35,94,5,24,48,75,0,1,0.98542404,0.014575958251953125,4,10,1
1,468,107,4.94949494949495,2,35,66.31428571428572,18,101,15,19,41,60,0,1,0.4015008807182312,0.5984991,5,10,1
1,336,44,4.2147651006711415,0,25,61.16,6,68,3,13,30,34,0,1,0.9902585999999999,0.009741425514221191,3,10,1
1,540,73,4.003913894324853,1,24,105.54166666666669,2,89,13,17,50,26,0,1,0.0009802579879760742,0.99901974,3,10,1
1,233,37,4.414285714285715,0,8,141.125,12,48,3,13,26,20,0,1,0.8572924000000001,0.14270758628845215,2,10,1
1,336,68,4.565068493150685,1,27,59.185185185185176,10,62,3,23,37,37,0,1,0.9865403,0.01345968246459961,3,10,1
1,561,87,4.454901960784314,3,23,119.95652173913044,12,88,14,18,50,36,0,1,0.0019896626472473145,0.99801034,4,10,1
1,527,133,5.0544662309368205,2,26,105.8846153846154,24,112,10,35,49,52,0,1,0.004396259784698486,0.99560374,5,10,1
1,435,52,3.974811083123426,0,26,74.96153846153847,4,71,0,12,47,30,0,1,0.8920280999999999,0.1079719066619873,3,10,1
1,452,68,4.342569269521411,2,34,61.38235294117647,6,90,5,19,47,41,0,1,0.773208,0.22679197788238525,3,10,1
1,542,97,4.5843881856540065,3,26,100.76923076923076,16,107,7,15,54,50,0,1,0.07966679334640503,0.9203332000000001,3,10,1
1,373,68,4.686153846153847,1,18,101.66666666666669,12,70,6,15,39,34,0,1,0.92219627,0.07780373096466063,3,10,1
1,550,131,5.298206278026906,1,35,79.25714285714284,21,121,3,18,68,62,0,1,0.0016339421272277832,0.99836606,5,10,1
1,526,113,4.826280623608019,2,25,103.64,29,103,8,19,53,55,0,1,0.053641676902771,0.9463583000000001,3,10,1
1,258,26,3.879668049792531,2,11,105.9090909090909,1,26,2,8,25,11,0,1,0.007622659206390381,0.99237734,2,10,1
1,359,67,4.7019230769230775,1,25,70.16,19,86,7,9,34,47,1,1,0.9978938,0.002106189727783203,3,10,1
1,469,69,4.305687203791469,3,27,81.8888888888889,15,65,8,23,47,42,0,1,0.016238689422607422,0.9837613000000002,3,10,1
1,457,98,4.720588235294118,1,26,88.76923076923076,8,98,9,34,53,36,0,1,0.9949585,0.00504148006439209,3,10,1
1,480,85,4.582159624413146,3,23,102.3913043478261,13,105,6,15,70,39,0,1,0.1327439546585083,0.86725605,4,10,1
1,412,103,4.881542699724519,0,23,91.82608695652172,23,129,4,4,57,46,0,1,0.60423374,0.3957662582397461,3,10,1
1,552,114,4.746361746361746,0,46,59.08695652173913,12,118,9,21,37,60,0,1,0.8208331,0.17916691303253174,4,10,1
1,562,74,4.204690831556503,3,20,121.05,11,78,7,20,42,44,0,1,0.0019273757934570312,0.9980726000000001,3,10,1
1,389,77,4.6581196581196584,0,18,109.33333333333331,16,77,16,20,40,36,1,1,0.5821307,0.41786932945251465,4,10,1
1,106,13,3.9,0,6,80.66666666666667,0,16,0,4,11,6,0,1,0.99889743,0.0011025667190551758,1,10,1
1,536,98,4.721276595744682,2,32,83.03125,21,125,10,20,53,57,0,1,0.93395245,0.0660475492477417,3,10,1
1,370,57,4.329268292682927,3,18,96.11111111111113,8,64,10,17,41,29,0,1,0.013622939586639404,0.98637706,3,10,1
1,523,107,5.062068965517241,6,36,72.25,17,99,17,17,63,58,0,1,0.14481383562088013,0.85518616,4,10,1
1,544,104,4.520710059171598,1,26,106.65384615384615,3,122,6,29,62,33,0,1,0.1375058889389038,0.8624940999999999,3,10,1
1,214,31,4.6608187134502925,2,14,68.14285714285714,16,48,4,7,14,30,0,1,0.12970566749572754,0.87029433,2,10,1
1,472,91,4.638248847926267,0,26,93.1153846153846,5,109,4,17,52,35,2,1,0.99715865,0.002841353416442871,4,10,1
1,515,72,4.417748917748916,2,25,99.12,13,89,8,16,56,39,0,1,0.9770671999999999,0.022932827472686768,3,10,1
1,407,60,4.284574468085107,1,26,75.42307692307692,3,68,7,16,40,29,0,1,0.9638789000000001,0.03612107038497925,3,10,1
1,488,96,4.504524886877828,1,26,92.57692307692308,8,90,6,33,52,37,0,1,0.9937809000000001,0.006219089031219482,3,10,1
1,200,39,4.755681818181818,0,14,71.35714285714286,5,40,5,12,13,19,0,1,0.74877167,0.25122833251953125,3,10,1
1,273,42,4.122047244094488,1,11,117.27272727272728,3,56,1,17,21,14,0,1,0.98994476,0.010055243968963623,3,10,1
1,496,77,4.402298850574713,2,32,72.4375,14,69,10,23,65,50,0,1,0.9966199,0.003380119800567627,3,10,1
1,532,81,4.343096234309623,1,31,81.38709677419354,11,80,11,15,51,43,1,1,0.99581575,0.004184246063232422,4,10,1
1,186,25,4.344827586206897,1,8,115.25,1,32,3,10,25,9,0,1,0.9982834,0.00171661376953125,2,10,1
1,401,80,4.930167597765363,0,24,87.45833333333331,15,99,5,26,34,42,0,1,0.991717,0.008283019065856934,4,10,1
1,538,113,4.732758620689657,2,39,67.2051282051282,21,92,8,32,57,61,0,1,0.9881167,0.011883318424224855,4,10,1
1,471,75,4.315789473684212,2,28,78.35714285714286,20,90,6,18,51,48,0,1,0.97707164,0.022928357124328613,3,10,1
1,387,75,4.684684684684684,1,20,93.65,28,95,4,22,32,53,0,1,0.99506116,0.004938840866088867,4,10,1
1,606,101,4.768172888015717,0,37,78.35135135135134,32,123,15,22,65,73,1,1,0.79574853,0.2042514681816101,5,10,1
1,364,79,4.766561514195583,2,25,72.12,14,67,6,22,31,39,0,1,0.016348004341125492,0.9836520000000001,4,10,1
1,622,98,4.3973128598848366,6,30,92.73333333333332,22,92,8,26,64,66,0,1,0.0011075139045715332,0.9988925,5,10,1
1,504,83,4.3981693363844405,1,29,80.34482758620689,32,90,13,28,44,62,0,1,0.551117,0.4488829970359802,4,10,1
1,391,51,4.192528735632184,2,26,68.5,5,64,10,14,30,35,0,1,0.023580372333526608,0.9764195999999999,3,10,1
1,286,45,4.434615384615385,1,23,60.43478260869565,1,58,4,12,24,25,0,1,0.2403078079223633,0.7596921999999999,3,10,1
1,344,47,4.228295819935691,0,15,107.4,17,58,9,18,35,32,0,1,0.99352264,0.00647735595703125,4,10,1
1,592,74,4.212806026365349,2,25,109.72,15,121,8,3,34,40,0,1,0.0019025206565856934,0.9980975000000001,3,10,1
1,434,78,4.5680000000000005,1,25,82.52,4,77,4,13,49,33,0,1,0.024303317070007324,0.9756966999999999,4,10,1
1,354,61,4.5836177474402735,1,26,61.92307692307693,3,69,3,11,38,30,0,1,0.11820340156555174,0.8817966,3,10,1
1,255,40,4.3076923076923075,0,11,111.9090909090909,8,50,1,14,29,20,0,1,0.061402261257171624,0.93859774,3,10,1
1,435,68,4.452020202020202,0,23,92.8695652173913,10,104,11,22,29,33,0,1,0.99937165,0.000628352165222168,3,10,1
1,758,115,4.451713395638629,5,52,66.30769230769229,34,152,17,29,61,97,0,1,0.9968004,0.003199577331542969,4,10,1
1,903,183,4.812339331619537,7,50,89.46,25,188,10,31,96,91,0,1,0.11644518375396727,0.8835548000000001,5,10,1
1,499,69,4.239910313901345,2,33,69.81818181818181,12,81,18,17,41,47,0,1,0.9633514999999999,0.03664851188659668,3,10,1
1,479,87,4.572151898734178,4,45,47.9111111111111,20,78,9,24,49,68,0,1,0.0005446076393127441,0.9994554,4,10,1
1,99,21,4.223404255319149,0,1,490.0,1,18,1,6,8,2,0,1,0.0005041956901550293,0.9994958,1,10,1
1,414,64,4.3828125,0,24,85.125,4,91,2,19,43,28,0,1,0.002471804618835449,0.9975282,3,10,1
1,665,124,4.45346869712352,0,37,86.1081081081081,25,140,7,33,53,66,0,1,0.001980364322662353,0.99801964,5,10,1
1,481,72,4.406698564593301,4,31,71.90322580645163,13,74,6,31,44,48,0,1,0.2468359470367432,0.75316405,3,10,1
1,532,81,4.476595744680852,1,35,72.54285714285714,17,97,4,22,55,54,0,1,0.99344367,0.006556332111358643,4,10,1
1,572,102,4.578,1,32,86.15625,31,112,15,25,54,64,0,1,0.9862273000000001,0.01377272605895996,5,10,1
1,449,80,4.548051948051948,6,27,78.1111111111111,14,75,6,16,38,42,0,1,0.003193855285644531,0.99680614,4,10,1
1,362,50,4.5016501650165015,1,20,82.35,10,74,2,8,37,34,0,1,0.7220065999999999,0.277993381023407,3,10,1
1,429,55,4.358441558441559,0,23,88.69565217391305,8,100,10,6,53,31,0,1,0.01544100046157837,0.984559,3,10,1
1,442,51,4.248101265822785,5,25,81.92,11,78,3,10,36,36,0,1,0.000819861888885498,0.99918014,3,10,1
1,389,52,4.2619718309859165,0,19,97.31578947368419,8,67,3,11,43,28,0,1,0.029246091842651367,0.9707539000000001,4,10,1
1,414,81,4.8011204481792715,4,23,89.04347826086956,20,79,11,24,35,43,0,1,0.0014348626136779785,0.99856514,3,10,1
1,431,75,4.468253968253968,1,29,70.27586206896552,17,90,6,27,39,47,0,1,0.9936693999999999,0.006330609321594238,4,10,1
1,324,45,4.072847682119205,0,17,89.11764705882355,3,53,4,9,46,21,0,1,0.016135036945343018,0.98386496,3,10,1
1,368,72,4.548192771084337,0,26,69.84615384615384,8,76,7,12,33,34,0,1,0.9932654000000001,0.006734609603881836,3,10,1
1,350,62,4.474193548387096,7,20,83.85,2,63,6,9,35,23,0,1,0.0014925003051757812,0.9985075000000001,3,10,1
1,481,117,5.1536585365853655,4,27,92.44444444444444,14,75,13,31,52,48,0,1,0.0010023117065429688,0.9989976999999999,4,10,1
1,310,57,4.487179487179487,0,15,98.86666666666666,14,72,3,13,33,32,0,1,0.99843764,0.001562356948852539,3,10,1
1,350,70,4.728434504792332,1,28,63.03571428571429,6,62,7,25,30,34,0,1,0.0025528669357299805,0.99744713,3,10,1
1,464,73,4.32258064516129,8,28,75.60714285714286,15,76,3,17,46,44,0,1,0.1546480655670166,0.84535193,3,10,1
1,505,83,4.3871681415929205,1,24,100.5,8,89,6,18,62,45,0,1,0.014597952365875244,0.98540205,4,10,1
1,162,23,4.273381294964029,0,14,51.35714285714285,7,34,0,6,9,21,0,1,0.012003540992736816,0.98799646,2,10,1
1,405,59,4.264305177111717,2,24,79.5,6,73,4,11,57,30,0,1,0.007413983345031737,0.9925860000000001,2,10,1
1,356,51,4.240625,3,20,82.85,6,52,4,2,41,27,0,1,0.034004151821136475,0.96599585,3,10,1
1,293,65,4.670588235294118,0,20,71.3,12,64,9,8,34,34,0,1,0.97718006,0.022819936275482174,2,10,1
1,278,44,4.235521235521236,0,13,103.30769230769228,6,49,3,13,20,19,0,1,0.002591848373413086,0.99740815,3,10,1
1,396,82,4.640804597701148,1,22,88.22727272727273,5,89,9,13,42,37,0,1,0.1767638921737671,0.8232360999999999,4,10,1
1,266,46,4.320675105485232,1,11,113.63636363636364,12,49,5,18,27,24,0,1,0.4153751730918884,0.5846248000000001,2,10,1
1,295,58,4.6875,0,18,79.8888888888889,11,66,3,11,20,32,0,1,0.9607771,0.039222896099090576,3,10,1
1,556,112,4.542443064182193,4,32,82.65625,21,128,8,25,57,58,0,1,0.0008113384246826173,0.99918866,4,10,1
1,411,82,4.737891737891738,1,25,79.56,19,85,9,14,46,48,0,1,0.002626717090606689,0.9973733,4,10,1
1,444,79,4.5168831168831165,3,27,77.62962962962962,20,80,12,28,46,50,1,1,0.12605148553848267,0.8739485,3,10,1
1,328,50,4.396551724137931,0,28,54.89285714285714,1,61,2,9,31,32,1,1,0.99211216,0.007887840270996094,3,10,1
1,223,46,4.6305418719211815,0,13,86.92307692307692,1,60,3,6,25,14,0,1,0.10323089361190796,0.8967690999999999,3,10,1
1,407,76,4.523160762942778,1,23,87.1304347826087,13,84,7,26,43,36,0,1,0.99161303,0.008386969566345215,4,10,1
1,579,115,4.520076481835563,0,26,110.03846153846152,24,115,9,20,62,55,0,1,0.99737644,0.0026235580444335933,4,10,1
1,303,48,4.301075268817204,3,16,91.4375,1,60,6,9,31,17,0,1,0.0035760998725891118,0.9964238999999999,3,10,1
1,399,76,4.552706552706553,1,32,59.90625,7,73,7,19,45,42,0,1,0.06968837976455687,0.9303116,3,10,1
1,351,48,4.333333333333333,2,24,68.33333333333333,6,66,7,7,34,32,0,1,0.10094922780990599,0.8990507999999999,3,10,1
1,367,58,4.3573667711598745,3,23,73.30434782608695,14,43,6,12,30,37,0,1,0.005166947841644287,0.99483305,3,10,1
1,285,40,4.434108527131784,2,16,86.625,4,53,6,14,37,20,0,1,0.9982786,0.0017213821411132812,3,10,1
1,634,89,4.3510054844606945,3,34,85.08823529411767,25,103,12,31,59,66,0,1,0.0012538433074951172,0.99874616,4,10,1
1,87,17,4.802631578947368,2,6,72.5,1,18,1,1,10,7,1,1,0.0758104920387268,0.9241895,1,10,1
1,495,82,4.4403470715835125,3,13,191.9230769230769,4,98,10,21,55,17,0,1,0.97545123,0.024548768997192383,4,10,1
1,307,63,4.899628252788103,0,22,71.13636363636364,5,71,7,16,23,29,0,1,0.9840867,0.01591330766677856,3,10,1
1,287,45,4.432,2,16,83.875,11,63,6,12,18,31,0,1,0.006695687770843506,0.9933042999999999,2,10,1
1,592,109,4.801217038539554,5,32,88.375,35,110,20,24,49,77,0,1,0.002364933490753174,0.99763507,4,10,1
1,385,64,4.431952662721894,2,33,54.63636363636363,4,75,3,10,39,41,0,1,0.0008038878440856934,0.9991960999999999,2,10,1
1,301,68,4.7366548042704615,0,15,106.46666666666668,3,66,5,17,33,18,0,1,0.002279281616210937,0.9977207,3,10,1
1,443,82,4.620967741935483,1,28,73.67857142857143,17,65,4,30,30,50,0,1,0.96887803,0.03112196922302246,4,10,1
1,353,68,4.44375,2,17,101.47058823529413,8,64,6,25,28,30,0,1,0.053006768226623535,0.94699323,2,10,1
1,556,144,5.2238193018480485,2,36,83.19444444444444,13,126,16,32,60,50,0,1,0.9942761,0.005723893642425537,4,10,1
1,528,96,4.665914221218961,4,36,68.72222222222223,25,104,8,25,48,68,0,1,0.009888291358947754,0.9901117,5,10,1
1,439,86,4.729946524064171,4,23,92.17391304347828,23,89,6,22,34,55,0,1,0.99763185,0.002368152141571045,3,10,1
1,411,78,4.633152173913044,1,23,89.1304347826087,8,80,5,21,35,38,0,1,0.866994,0.13300597667694092,3,10,1
1,419,56,4.323907455012853,0,22,93.13636363636364,6,79,6,31,40,28,0,1,0.99638975,0.00361025333404541,4,10,1
1,538,67,3.9939393939393937,2,21,116.71428571428572,5,89,4,17,59,29,0,1,0.0013899803161621096,0.99861,3,10,1
1,322,53,4.390410958904109,2,12,130.16666666666666,6,62,4,10,37,23,1,1,0.003174245357513428,0.99682575,3,10,1
1,461,92,4.685138539042821,1,21,106.4761904761905,24,93,6,19,48,48,0,1,0.1255670189857483,0.874433,4,10,1
1,459,76,4.546599496221663,4,31,70.03225806451613,19,85,2,27,39,52,0,1,0.8512443000000001,0.1487557291984558,4,10,1
1,331,52,4.525773195876289,0,20,79.4,12,74,6,17,30,35,0,1,0.8884559000000001,0.11154407262802124,3,10,1
1,658,136,4.7209705372617,2,35,93.28571428571428,27,132,14,35,76,71,0,1,0.010734021663665771,0.989266,4,10,1
1,685,136,4.60311958405546,4,34,94.08823529411764,31,131,10,21,68,80,0,1,0.0026270747184753422,0.9973728999999999,3,10,1
1,356,77,4.673015873015872,2,22,80.18181818181819,14,77,10,21,37,38,0,1,0.99957466,0.0004253387451171875,4,10,1
1,431,68,4.418848167539268,1,21,97.57142857142857,19,80,8,23,46,45,0,1,0.004427433013916016,0.99557257,3,10,1
1,416,53,4.137662337662338,0,23,85.0,6,85,5,18,43,31,0,1,0.9540311,0.04596889019012451,3,10,1
1,485,71,4.179906542056076,3,22,99.77272727272728,13,84,12,18,38,38,0,1,0.055085062980651855,0.94491494,4,10,1
1,686,124,4.575907590759076,2,39,85.64102564102564,25,126,8,26,70,67,0,1,0.001085042953491211,0.99891496,4,10,1
1,687,124,4.736301369863012,0,36,92.05555555555556,32,136,15,24,81,78,0,1,0.007393717765808106,0.9926063,4,10,1
1,396,67,4.416666666666667,2,21,88.76190476190477,12,75,7,11,48,39,0,1,0.003467261791229248,0.99653274,4,10,1
1,310,55,4.559139784946237,2,12,128.25,10,67,6,13,32,23,0,1,0.02154254913330078,0.97845745,3,10,1
1,421,71,4.427821522309713,0,21,97.4761904761905,16,93,8,18,47,37,0,1,0.99195534,0.008044660091400145,3,10,1
1,635,119,4.831417624521073,6,49,61.122448979591844,27,106,11,26,58,88,0,1,0.11234039068222046,0.8876596,4,10,1
1,503,64,4.298288508557457,9,36,59.194444444444436,8,63,6,9,61,51,0,1,0.004738092422485352,0.9952619,3,10,1
1,620,114,4.6,4,30,97.0,39,103,23,21,54,82,0,1,0.0005512833595275879,0.9994487,4,10,1
1,493,78,4.33630289532294,2,29,81.6206896551724,5,104,5,19,57,34,0,1,0.67299384,0.32700616121292114,3,10,1
1,310,63,4.866171003717472,4,21,74.14285714285714,10,60,9,14,39,31,0,1,0.0015786290168762207,0.9984214,3,10,1
1,484,72,4.364678899082569,5,28,82.53571428571429,3,90,5,21,46,32,0,1,0.03516477346420288,0.9648351999999999,3,10,1
1,665,128,4.659169550173012,3,38,85.07894736842105,34,126,17,30,66,81,0,1,0.9940167999999999,0.005983173847198486,4,10,1
1,436,88,4.736702127659576,3,25,85.28,15,74,20,17,45,47,0,1,0.01020205020904541,0.98979795,4,10,1
1,420,65,4.56160458452722,0,28,68.32142857142857,4,54,9,19,38,33,0,1,0.9206030000000001,0.07939702272415161,3,10,1
1,256,36,4.260869565217392,0,12,99.83333333333331,6,40,2,11,27,18,2,1,0.04455995559692383,0.95544004,3,10,1
1,230,44,4.663265306122449,2,10,110.0,10,45,3,5,19,20,0,1,0.9953380999999999,0.004661917686462402,2,10,1
1,691,111,4.485049833887043,3,46,70.78260869565217,19,132,6,22,73,74,0,1,0.0587238073348999,0.9412761999999999,4,10,1
1,192,24,4.215116279069767,1,14,63.07142857142857,2,38,0,6,14,16,0,1,0.018147647380828857,0.98185235,3,10,1
1,608,116,4.7837338262476905,0,28,110.75,18,123,12,38,64,51,0,1,0.95527095,0.04472905397415161,3,10,1
1,398,68,4.4,2,10,182.6,14,63,4,11,48,32,1,1,0.86879027,0.13120973110198975,3,10,1
1,361,73,4.709090909090909,0,24,77.5,4,72,12,21,34,28,0,1,0.99655026,0.0034497380256652828,3,10,1
1,619,138,4.815442561205273,1,33,92.57575757575758,35,119,10,25,62,70,1,1,0.9916845,0.00831550359725952,4,10,1
1,347,55,4.382911392405063,0,14,120.5,8,71,9,14,35,23,0,1,0.005074739456176758,0.99492526,3,10,1
1,371,79,4.953125,2,24,78.375,11,92,3,17,45,41,0,1,0.9988377,0.0011622905731201172,3,10,1
1,409,62,4.518207282913165,3,25,77.8,19,81,22,18,31,44,0,1,0.9980565999999998,0.0019434094429016113,3,10,1
1,437,100,4.747474747474747,1,26,86.53846153846153,12,87,6,23,39,39,0,1,0.9955526,0.0044474005699157715,3,10,1
1,304,49,4.469750889679715,1,10,152.7,9,58,7,13,37,20,0,1,0.99592346,0.004076540470123291,3,10,1
1,260,50,4.716216216216216,0,12,104.75,8,51,3,9,27,22,0,1,0.02183902263641357,0.9781610000000001,3,10,1
1,221,32,4.474489795918367,0,17,62.11764705882353,2,44,0,8,22,19,0,1,0.9927792999999999,0.007220685482025146,2,10,1
1,526,107,4.692144373673036,1,27,98.29629629629628,11,109,11,23,50,39,0,1,0.19202685356140134,0.80797315,5,10,1
1,539,97,4.549295774647887,2,26,105.03846153846152,8,106,13,29,54,34,0,1,0.0008354783058166504,0.9991645,4,10,1
1,431,71,4.478021978021979,1,37,52.8918918918919,13,66,9,20,36,52,1,1,0.00236666202545166,0.99763334,3,10,1
1,383,90,5.183734939759036,2,19,107.05263157894736,17,87,9,19,36,36,0,1,0.9803764000000001,0.01962357759475708,3,10,1
1,475,80,4.679802955665025,0,24,95.08333333333331,16,91,7,15,48,42,0,1,0.001994013786315918,0.998006,4,10,1
1,289,69,4.743295019157088,0,15,98.93333333333334,11,65,3,15,31,26,0,1,0.99960303,0.0003969669342041016,3,10,1
1,422,77,4.456692913385827,5,18,114.5,10,67,4,16,43,34,0,1,0.003207802772521973,0.9967921999999999,3,10,1
1,311,52,4.471014492753623,2,25,59.36,6,55,3,23,28,30,0,1,0.004686236381530762,0.99531376,3,10,1
1,458,86,4.639386189258311,2,34,63.82352941176471,13,94,13,15,53,49,0,1,0.9942542999999999,0.00574570894241333,3,10,1
1,580,108,4.790697674418603,1,31,87.35483870967742,49,123,6,25,36,85,2,1,0.99421966,0.005780339241027832,5,10,1
1,557,112,4.893095768374165,3,32,81.6875,37,111,6,26,45,76,0,1,0.9588245999999999,0.041175425052642815,5,10,1
1,416,105,5.0027397260273965,1,24,90.29166666666669,22,98,12,22,44,52,0,1,0.98560864,0.01439136266708374,3,10,1
1,545,116,4.960176991150441,4,32,83.1875,36,105,6,24,49,74,1,1,0.9882904,0.01170957088470459,4,10,1
1,483,109,4.966019417475729,3,28,86.7857142857143,13,107,13,9,54,50,0,1,0.004863500595092773,0.9951365,4,10,1
1,471,86,4.781491002570694,4,35,63.25714285714286,22,75,10,26,37,61,0,1,0.92389697,0.07610303163528442,3,10,1
1,483,95,4.6863636363636365,0,21,118.14285714285714,13,106,7,23,55,34,0,1,0.88744044,0.11255955696105956,3,10,1
1,321,47,4.30716723549488,1,19,80.84210526315789,7,61,3,18,38,26,0,1,0.16580086946487427,0.83419913,3,10,1
1,392,62,4.306406685236769,0,18,104.83333333333331,8,80,4,31,33,29,0,1,0.013419866561889648,0.98658013,3,10,1
1,111,16,4.4444444444444455,0,4,133.75,2,17,0,5,11,6,0,1,0.006341516971588135,0.9936584999999999,2,10,1
1,305,56,4.647058823529412,0,10,152.6,15,64,3,17,21,26,3,1,0.99657065,0.0034293532371521,2,10,1
1,468,71,4.270334928229665,1,28,77.67857142857143,10,84,12,25,37,41,0,1,0.9408062,0.059193789958953864,4,10,1
1,450,93,4.722222222222221,0,22,97.3181818181818,14,79,6,15,50,38,0,1,0.001773059368133545,0.99822694,3,10,1
1,616,124,4.747148288973384,2,34,87.91176470588232,26,112,9,41,52,68,0,1,0.0023940205574035645,0.997606,5,10,1
1,379,60,4.65680473372781,1,20,94.6,13,76,3,19,41,35,0,1,0.02178943157196045,0.97821057,3,10,1
1,363,76,4.789308176100629,1,19,95.89473684210527,9,80,3,13,29,29,0,1,0.06738859415054321,0.9326114,3,10,1
1,434,79,4.522788203753351,4,24,84.83333333333333,21,97,6,12,33,45,0,1,0.01567244529724121,0.98432755,4,10,1
1,533,79,4.396895787139688,3,30,80.1,28,80,5,14,47,60,0,1,0.9961704,0.0038295984268188477,4,10,1
1,272,53,4.396,1,11,121.63636363636364,6,48,5,12,34,17,0,1,0.040295302867889404,0.9597046999999999,3,10,1
1,276,46,4.289256198347108,0,21,59.95238095238096,10,50,2,11,28,32,0,1,0.9840305,0.015969514846801758,3,10,1
1,623,77,4.25497287522604,4,36,79.72222222222223,16,95,9,32,72,52,0,1,0.9986474,0.0013526082038879395,4,10,1
